condition_tips_device_on,If %s %s turn on,
condition_tips_device_open,If %s %s open,
condition_tips_device_play,If %s is playing,
condition_tips_device_preset_mode,If %s is preset to %s mode,
condition_tips_device_someone_detected,If %s %s dectected someone,
condition_tips_device_stop,If %s is stoped,
condition_tips_device_tamper_alarm,If %s detected tamper alarm,
condition_tips_device_tamper_alarm_release,if %s detected tamper alarm release,
condition_tips_device_temperature,If temperature of %s %s is %s %s,
condition_tips_device_trigger,If %s detected trigger,
condition_tips_device_trigger_release,If %s detected trigger release,
condition_tips_scene_auto_run,If %s %s auto-run,
condition_tips_security,If %s mode is in %s mode,
condition_tips_space_close,If %s %s of %s is close,
condition_tips_space_energy_consumption,If the %@ energy consumption of %@ is %@ %@,
condition_tips_space_humidity,If humidity of %s is %s %s,
condition_tips_space_no_one_detected,If %s dectected no one,
condition_tips_space_off,If %s %s of %s is turn off,
condition_tips_space_on,If %s %s of %s is turn on,
condition_tips_space_open,If %s %s of %s is open,
condition_tips_space_play,If %s music player of %s is play,
condition_tips_space_someone_detected,If %s dectected someone,
condition_tips_space_stop,If %s music player of %s is stop,
condition_tips_space_temperature,If temperature of %s is %s %s,
condition_tips_weather_aqi,If the AQI is %s %s,
condition_tips_weather_condition,If the weather is %s,
condition_tips_weather_outdoor_humidity,If the outdoor humidity is %s %s,
condition_tips_weather_outdoor_temperature,If the outdoor temperature is %s %s,
condition_weekday_select_error_tips,Choose at least one weekday,
configuration_set_tips,You have completed this configuration.,
confirm,Confirm,
confirm_new_password,Confirm New Password,
confirm_new_password_tips,Please confirm your new password,
confirm_the_transfer,Confirm transfer,
confirm_view_content,Confirm to view the alert?,
confirm_view_message,(Current call will be ended),
connect_device_to_local_network,Connect device to local network,
connect_server_error,Server connection error. Please try again.,
connected,Connected,
connecting_home,Connecting home...,
consumption,Consumption,
consumption_daily,Daily Consumption,
consumption_input_tips,Please enter a number between 0.1-9999.9,
consumption_monthly,Monthly Consumption,
consumption_of_every_day,Everyday's Consumption,
consumption_of_every_month,Consumption of every month,
consumption_of_every_week,Consumption of every week,
consumption_of_every_year,Consumption of every year,
consumption_total,Total consumption,
contact_preference,Contact Preference,
contact_preference_personal_tips,"You would like to start a group calls or sequential calls, when the visitor push the call button on the door panel.",
contact_preference_tips,"You would like to receive calls on BelaHome or Phone. If you'd like to keep receiving phone calls though, remember that you must answer the call then dial the # to permit access.",
contacts,Contacts,
control_all_devices,Control All Devices,
cool,Cool,
cooling,Cooling,
copy,Copy,
copy_right,Copyright © 2022 Akuvox \n All Rights Reserved ,
copy_success,Copy Success,
country_pick_search_hint,Search for Country/Region.,
country_pick_suggested,Suggested,
country_pick_suggested_code,+%1$s,
country_pick_title,Country/Region,
create_folder_hint,Enter folder name here.,
current,Current:,
current_password,Current Password,
current_password_tips,Please enter your old password,
curtain,Curtain,
curtain_lower,curtain,
dark,Dark,
dark_mode,Dark Mode,
data_srouce,Data Source,
date_and_time,Date & Time,
date_error_tips,The start date should not be empty.,
day,Day,
day_mode,Day Mode,
deal_alarm,Deal,
deal_alarm_content,Alarm has been released,
deal_alarm_title,Alarm has been addressed,
decline,Decline,
degree_centigrade,Celsius (°C),
delay,Delay,
delete,Delete,
delete_account,Delete Account,
delete_account_dialog_sure_tips,"This action can't be undone,
please confirm to continue.",
delete_account_dialog_tips,"Choose %@ as administrator?
Your account will be deleted.",
delete_account_no_sub_dialog_sure_tips,"Are you sure you want to delete
it? You can't undo this action!",
delete_account_no_sub_dialog_tips,"If you delete the account, all data
on the account will be wiped!",
delete_account_warning,"Before deleting your account, please note that your data will be deleted.",
delete_account_what,Delete account:,
delete_room,Delete Room,
delete_room_with_device_tips,Please move the devices in\nthis room to another room,
delete_sub_device_tips,Are you sure you want to delete this device? This sub-device will be removed and the gateway may not be able to re-add it.,
delete_successful,Delete Successful,
delete_temporary_account,Delete Temporary Account,
delete_temporary_account_tips,Delete the temporary account?,
delete_the_account,Delete the account,
deleting_failed,Deleting failed.,
deleting_succeeded,Deleting succeeded.,
deny,Deny,
describe_your_problem,Please provide a detailed description of the problem.,
deselect_all,Deselect All,
device,Device,
device_1_way_relay_switch_module,1 Gang Switch,
device_2_way_relay_switch_module,2 Gang Switch,
device_3_way_relay_switch_module,3 Gang Switch,
device_4_way_relay_switch_module,4 Gang Switch,
device_add_brand_search_tips,Search for the brand,
device_add_ecobee_error,Invalid API Key.,
device_add_ecobee_pin,PIN: %s,
device_add_ecosystem_progress_tips,Please add the current device to the same local area network as the gateway.,
device_add_guide_blinking,Ensure that the indicator is blinking rapidly,
device_add_guide_power_on,"Power on the device as prompted first,and hold the RESET button for 5s",
device_add_guide_switch_module,"After the wiring of switch module is done, press the reset key for about 10  seconds or turn on/off the traditional switch for 5  times until the indicator light inside the module is flashing quickly for pairing.",
device_add_hue_click_confirm,I have pressed the button,
device_add_hue_error,Register failed. Please try again.,
device_add_infrared_tips,"Before you add a device, you need to know:\n\n1.Please ensure that the equipment and appliances are within 1,000 square feet of each other and in the same space.\n\n2.Make sure your appliances support infrared remote control.",
device_add_is_the_air_conditioner_coolded_at_24,Is the air conditioner set to 24℃ cooling temperature?,
device_add_is_tv_close_now,Is TV close now?,
device_add_is_tv_volume_is_changed_up,Is TV volume is changed up?,
device_add_progress_tips,Ensure that the device is connected to a power source and network.,
device_add_progress_title,Adding Deviceâ¦,
device_add_ring_code_error,Invalid Code.,
device_add_ring_password_error,Incorrect username or password,
device_add_sending_signal_to,Sending Signal to %1$s… ,
device_add_start_matching,Begin Matching,
device_add_title_ecobee,Add Ecobee,
device_add_title_fibaro,Add Fibaro Hub,
device_add_title_hue,Add Philip Hue,
device_add_title_lutron,Add Lutron Caseta,
device_add_title_ring,Add Ring,
device_add_title_somfy,Add Somfy,
device_add_turn_on_tv,Turn on Your TV,
device_alarm,%s alarm…,
device_bypass_after_12_hour,After 12 h,
device_bypass_after_1_day,After 1 day,
device_bypass_after_1_hour,After 1 h,
device_bypass_after_30_min,After 30 min,
device_bypass_after_7_day,After 7 day,
device_bypass_customize,Customize,
device_bypass_never,Never,
device_bypass_normal,When the device status is normal,
device_catalogue_access,Access,
device_catalogue_cameras,Cameras,
device_catalogue_climate,Climate,
device_catalogue_cover,Cover,
device_catalogue_entertainment,Entertainment,
device_catalogue_hub,Hub,
device_catalogue_infrared_equipment,Infrared equipment,
device_catalogue_lights,Lights,
device_catalogue_other,Other,
device_catalogue_sensor,Sensor,
device_catalogue_switch,Switch,
device_co_sensor,CO Sensor,
device_connected,Connected,
device_current_version,Current version:,
device_dimmer_light,Dimmer Light,
device_disconnected,Disconnected,
device_door_window_sensor,Door/Window Sensor,
device_edit_error_device_remove_tips,"The device has been removed.\nNote: When adding a device, do not reset the device for a long time.",
device_emergency_button,Emergency Button,
device_flood_sensor,Flood Sensor,
device_gas_sensor,Gas Sensor,
device_latest_version,Latest version:,
device_light,Light,
device_list,Device List,
device_location,Device Location,
device_lock,Lock,
device_log,Device Log,
device_log_type_close,Closed,
device_log_type_motion,Motion Detected,
device_log_type_offline,Device offline,
device_log_type_online,Device online,
device_log_type_open,Open,
device_log_type_trigger,Trigger,
device_log_type_turn_off,Device turn off,
device_log_type_turn_on,Device turn on,
device_monitor,%s monitoring…,
device_motion_sensor,Motion Sensor,
device_name,Device Name,
device_name_empty_tips,Device name cannot be empty!,
device_name_too_long,This device name input is too long,
device_not_connected,Device not connected,
device_offline,The device is offline.,
device_ownership,Device Ownership,
device_photos_are_full,Device photo storage full.,
device_rgb_light,RGB Light,
device_setting,Device Setting,
device_setting_no_permission_tips,You can only edit Device as Management Role.,
device_shade,Shade,
device_smart_plug,Smart Plug,
device_smart_valve,Smart Valve,
device_smoke_sensor,Smoke Sensor,
device_status_error_multiple,Abnormal sensor status.Do you want to ignore these sensors and continue to change arming mode?,
device_status_error_single,Abnormal sensor status.Do you want to ignore this sensor and continue to change arming mode?,
device_switch_module,Switch Module,
device_temperature_humidity_sensor,Temperature & Humidity Sensor,
device_thermostat,Thermostat,
device_type,Device Type,
device_type_empty,Empty,
device_type_unselect_tips,Please select a device type before continue,
device_zigbee_shade,Zigbee Shade,
devices,Devices,
dialog_continue,Continue,
dialog_exit,Exit,
dialog_ok,OK,
dialog_send_notification_content,Notifications may include important smart home alert,
dialog_send_notification_title,"""BelaHome"" Would Like To Send You Notifications",
dialog_view,View,
dialog_waring,Warning!,
dialog_yes,Yes,
ding,Ding,
dining_room,Dining Room,
direction,Direction,
disable_auto_run,Disable Auto-run,
disable_lower,disable,
disabled_under_cloudless,This feature is disabled under Cloudless,
disagree,Disagree,
disarm_lower,disarm,
disconnected,Disconnected,
dnd,Do Not Disturb,
dnd_tips,"When enabled, calls and notifications will be received only in the time in the schedule below.",
do_not_support_ble,Your device does not support BLE.,
done,Done,
dont_ask_me_again,Don't Ask Me Again,
door_lower,door/window,
door_phone,Door Phone,
door_release_pin,Door Release PIN,
door_window,Door/Window,
door_window_lower,door/window,
doorphone_call_number,Doorphone Call Number,
download,Download,
duplicate_device_name,Duplicate device name.,
ecosystem,Ecosystem,
ecosystem_device_air_conditioner,Air Conditioner,
ecosystem_device_curtain_ikea,IKEA Shade,
ecosystem_device_ecobee4,Ecobee 4,
ecosystem_device_fibaro,Fibaro,
ecosystem_device_fibaro_center,Fibaro Center,
ecosystem_device_fibaro_hub,Fibaro Hub,
ecosystem_device_ikea,IKEA,
ecosystem_device_ikea_curtain,IKEA-Curtain,
ecosystem_device_lutron_caseta,Lutron Caseta,
ecosystem_device_lutron_caseta_center,Lutron Caseta Center,
ecosystem_device_lutron_caseta_with_hub,Lutron Caseta\n(with Hub),
ecosystem_device_phillip_hue,Phillip Hue,
ecosystem_device_phillip_hue_center,Phillip Hue Center,
ecosystem_device_phillip_hue_with_hub,Phillip Hue\n(with Hub),
ecosystem_device_ring,Ring Video Doorbell 4,
ecosystem_device_shelly,Shelly,
ecosystem_device_shelly_1l,Shelly 1L,
ecosystem_device_shelly_1pm,Shelly 1PM,
ecosystem_device_shelly_dimmer_2,Shelly Dimmer 2,
ecosystem_device_shelly_em,Shelly EM,
ecosystem_device_somfy,Somfy,
ecosystem_device_somfy_curtain,Somfy-Curtain,
ecosystem_device_somfy_mylink,Somfy Shade,
ecosystem_device_sonos,SONOS,
ecosystem_device_sonos_beam_gen2,SONOS Beam Gen2,
ecosystem_device_sonos_roam_sl,SONOS Roam SL,
ecosystem_device_tp_link,TP-Link,
ecosystem_device_tp_link_kasa,TP-Link kasa,
ecosystem_device_tp_link_kasa_with_hub,"TP-Link
(with Hub)",
ecosystem_device_tv,TV,
ecosystem_device_yale,Yale,
ecosystem_device_yeelight,Yeelight,
ecosystem_device_yeelight_smart_light2,Yeelight Blue Color,
ecosystem_device_yeelight_yldp12yl,Yeelight Blue White,
edit,Edit,
edit_scene,Edit scene,
email,Email,
email_address,Email Address,
email_address_not_found,Email address not found,
email_cannot_be_empty,Email can not be empty,
email_exist_tips,Email already exists. Please try again.,
email_format_error,Email format error,
empty,,
empty_source,Empty Source,
enable_auto_run,Enable Auto-run,
enable_float_window,Enable BelaHome to receive calls.,
enable_lower,enable,
enable_notification,Enable belahome notices when received notifications.,
enable_notifications,"Enable Belahome notices when receiving
notification.",
enable_your_camera,Allow access to your camera so people\ncan see you in video calls.,
enable_your_microphone,Allow access to your microphone so\npeople can hear your voice.,
end_date,End Date,
end_point,End Point,
end_time,End Time,
energy_consumption,Energy Consumption,
enter,Enter,
enter_your_email,Enter your email,
equal_to,Equal To,
equal_to_lower,equal to,
error,Error,
error_msg_access_denied,Access denied,
error_msg_account_already_exists_in_family,The current account already exists in the family,
error_msg_account_existed_multi_area,Account is locked.,
error_msg_account_exists_cloudless_family,Your have a cloudless home.,
error_msg_account_has_joined_max_families,The number of families that this account has joined exceeds the limit.,
error_msg_account_locked_five_minutes,"Account is locked, unlock in 5 minutes.",
error_msg_account_locked_send_email,Account is locked to send email.,
error_msg_account_name_already_exists,The account name already exists.,
error_msg_account_not_allowed,Account not allowed,
error_msg_account_not_exist,"Account is incorrect, please try again.",
error_msg_account_not_existed,Account does not exist.,
error_msg_account_or_password_wrong,"Account or Password is incorrect,please try again.",
error_msg_area_not_exist,The room was not found.,
error_msg_automation_name_exist,The name already exists.,
error_msg_bound_max_number_of_families,The maximum number of family has been reached.,
error_msg_bound_too_many_family,Too many families are already bound,
error_msg_chain_validation_failed,"Chain validation failed, Please adjust your phone's system time for accuracy.",
error_msg_cloud_not_main_account,The cloud admin account could not be found. Please try again or create a new account.,
error_msg_cloud_response_error,Cloud response error,
error_msg_cloud_response_timeout,Cloud response timeout.,
error_msg_cloudless_cannot_forget_password,"Your home is in Off-Cloud mode, please turn off Off-Cloud mode before operating.",
error_msg_create_area_error,The room could not be added. Please try again later.,
error_msg_create_user_error,"Failed to add user, please try again later.",
error_msg_delete_area_error,"Failed to delete room, please try again later.",
error_msg_delete_device_error,"Failed to delete device, please try again later.",
error_msg_device_is_banned,Device is banned.,
error_msg_device_not_exist,Device not found.,
error_msg_device_offline,"The device is not connected, please check the device connection status.",
error_msg_device_photo_full,You have reached the maximum number of photos(9) allowed in this device.,
error_msg_device_unconnected_cloud,"Unable to connect to Home Center, please check device connection status.",
error_msg_email_already_exist,The email already exists.,
error_msg_entity_id_not_exists,"Modify the switch name error, please try again.",
error_msg_failed_to_change_relay_type,"Fail to switch relay type, please check the device version and network status.",
error_msg_family_center_not_exit,Device does not exist,
error_msg_family_center_offline,Device is offline,
error_msg_family_center_photo_full,You have reached the maximum number of photos(100) allowed in this family.,
error_msg_family_not_exist,The family was not found.,
error_msg_family_not_existed,Family not existed.,
error_msg_family_not_exit,The Family does not exist,
error_msg_flow_id_is_used,The device flow id is used.,
error_msg_flowid_not_exist,Scene not found.,
error_msg_gateway_response_timeout,The gateway response timeout.,
error_msg_homecenter_offline,The homecenter is offline.,
error_msg_image_already_exists,The photo already exists.,
error_msg_intercom_user_unactivated,"Your intercom cloud account is not activated or has expired,please contact your service provider.",
error_msg_invalid_format,Invalid format.,
error_msg_invalid_parameter,Invalid parameter,
error_msg_invalid_refresh_token,Invalid refresh token,
error_msg_ip_banned_for_account_incorrect,Account is locked.,
error_msg_ip_banned_send_email,The current ip address has send one hundred emails.,
error_msg_max_number_of_area,The maximum number of rooms (20) allowed in this family has been reached.,
error_msg_max_number_of_intercom,The maximum number of intercom has been reached.,
error_msg_max_number_of_user,The maximum number of user is 30 allowed in this family.,
error_msg_max_number_of_zigbee,Maximum number of zigbee.,
error_msg_max_number_scene,The maximum number of scene has been reached.,
error_msg_name_too_long,The name is too long,
error_msg_need_transform_permission_but_not_params,Account requires transform permission but not have it.,
error_msg_network_error,"Network error, please check the network and try again later",
error_msg_not_found_admin_user,The user was not found.,
error_msg_offline_not_allow_change_password,"Your home is in Off-Cloud mode, please turn off Off-Cloud mode before operating.",
error_msg_offline_operation_not_allowed,Your home is currently in Off-Cloud mode. Please turn off Off-Cloud mode before proceeding.,
error_msg_old_password_error,Incorrect current password!,
error_msg_operation_must_admin,No operation permission. Please configure it on the master account.,
error_msg_operation_timeout,Operation timeout.,
error_msg_passowrd_incorrect,Wrong password.,
error_msg_picture_too_big,Picture is too large.,
error_msg_qr_code_has_been_used,The QR code has been used,
error_msg_replace_device_error,"Failed to replace device, please try again later.",
error_msg_request_error,Request error,
error_msg_request_timeout,Request timeout,
error_msg_room_name_too_long,Please enter a room name no longer than 63 characters,
error_msg_sign_up_email_already_exist,This account already exits. Please log in and click the scan button on the settings page.,
error_msg_socket_disconnect,The connection has been lost and is currently being restored.,
error_msg_sort_device_error,"Failed to adjust device position, please try again later.",
error_msg_temporary_account_not_intercom_permission,"Edit failed, please add email address to this account first.",
error_msg_transfer_account_not_existed,Transfer account does not exist.,
error_msg_transfer_user_error,"Failed to transfer administrator permissions, please try again.",
error_msg_transform_params_error,Transform params error.,
error_msg_unknow_error,Unknown error,
error_msg_unknown_commond,The current device version does not support this operation.,
error_msg_update_area_error,The room could not be edited. Please try again later.,
error_msg_update_device_error,"Failed to update, please try again later.",
error_msg_update_family_error,"Failed to update, please try again later.",
error_msg_user_already_exist,The user already exists.,
error_msg_user_not_bound_family,The account is not bound to a family.,
error_msg_user_not_exist,The user was not found.,
every_lower,every,
every_month_lower,every month,
every_week_lower,every week,
every_year_lower,every year,
everyday,Everyday,
everyday_lower,everyday,
exit_after_press_again,Press back again to exit.,
export,Export,
export_log,Export Log,
face_add_2d_face_data,Add 2D Face Data,
face_before_start,"Before starting, make sure the camera is clean, your face is unobstructed, and the environment is well-lit.\nYou can also setup by choosing a photo in the album.\nYou can use Face Recognition to unlock the door unit.",
face_choose_from_album,Choose From Album,
face_delete_facial_data,Delete Face Data,
face_delete_msg,"If you delete the face data, you will not be able to unlock the door by facial recognition.",
face_discard,Discard,
face_error_detect_face_too_small,Please get closer to the device.,
face_error_detect_more_face,Make sure you are the only person in the frame.,
face_error_detect_no_face_or_large_face,Make sure your face stays fully in the frame.,
face_error_detect_with_mask,Please take off your mask.,
face_error_not_clear,The face was not clear enough. Please make sure your face is not in backlight.,
face_error_photo_more_than_one_face,More than one face were detected in this photo.,
face_error_photo_no_face,No face were detected in this photo.,
face_error_photo_pixel_less_than_250,The resolution of this image must be at least 250x250.,
face_error_photo_too_large,The face in the photo is too large.,
face_error_photo_too_small,The face in the photo is too small.,
face_error_photo_view_of_your_face,Please use a photo of your face straight on.,
face_error_photo_with_mask,Please select another photo without mask.,
face_get_started,Get Started,
face_recognition,Face Recognition,
face_recognition_msg_processing,"Processing, hold still…",
face_recognition_msg_tip,1.Make sure your face stays fully in frame.\n\n2.No masks and hats.,
face_setup_complete,Setup Completed.,
face_setup_failed_msg,"Make sure that the camera is clean, your face is not covered, and you are in a well-lit environment (avoid direct sunlight).\n\nYou can also setup by choosing a photo in the album.",
face_setup_failed_title,Setup Failed.,
face_start_again,Start Again,
face_upload_msg,Use this photo as your face ID?,
fahrenheit_degree,Fahrenheit (°F),
family_address,Family Address,
family_devices,Family Devices,
family_group,Family Group,
family_management,Family Management,
family_member_info,Family Member Info,
family_members,Family Members,
family_members_message,Family Members Message,
family_members_message_tips_1,"When other members of the family return home, you can choose who to be notified.",
family_members_message_tips_2,Only accounts with intercom permission support this function.,
family_name,Family name,
family_qr_code,Family QR Code,
family_qr_code_invite_tips,Scan the family QR code to join this home.,
fan,Fan,
fan_lower,fan,
fan_mode,Fan Mode,
favorite_device,Favorite device,
favorite_device_empty,No device can be added to the home page.\nPlease add a device.,
favorite_scene,Favorite scene,
favorite_scene_empty,The scene is empty.\nClick the \"Add\" button to create a new scene.,
feedback,Help & Feedback,
feedback_length_most,feedback content length most 500,
file_format_error,File format error.,
finish,Finish,
first_name,First Name,
first_name_cannot_empty,First Name cannot be empty.,
forbidden,Forbidden,
force_logout_content,Your account has been logged in on another device!,
force_logout_title,Login Alert,
forget_passwd,Forgot Password,
forgot_password,Forgot Password?,
gateway,Gateway:,
gateway_offline_tip,The gateway is offline. You cannot log in to the account,
general,General,
geothermal,Geothermal,
geothermal_and_heating,Geothermal+Heating,
